,LeadID,ContaMediaAccount,Distance,SemDistCosine,SemDistHamming,SemDistCorrel,DistVIPHamming,WeightSem,Final,Final2,LeadLong,LeadLat,AgentLong,AgentLat,StoryLead,StoryAgent,VIPLeadStory,VIPAgentStory
6394,10160,135,52.11720802966126,0.9943223378492807,0.6555555555555557,1.898245280582096,0.10000000000000009,0.8,319.0779822227397,0.7335772657842575,-8.22,41.2,-8.62,41.56,"[8.0, 38.0, 2.0, 6.0, 10.0, 4.0, 9.0, 30.0, 1.0]","[8.0, 44.0, 2.0, 6.0, 9.0, 6.0, 6.0, 30.0, 1.0]",['10' '10' '10' '10'],['5' '0' '1' '1']
6373,10160,114,93.97023801667973,0.9765736812269483,0.5444444444444445,1.2106179862795337,0.10000000000000009,0.6333333333333333,162.1735720300547,0.41956319671581166,-8.22,41.2,-7.95,40.38,"[8.0, 38.0, 2.0, 6.0, 10.0, 4.0, 9.0, 30.0, 1.0]","[8.0, 27.0, 2.0, 6.0, 13.0, 7.0, 10.0, 20.0, 1.0]",['10' '10' '10' '10'],['8' '1' '1' '1']
6379,10160,120,50.432597045597454,0.9594929441575056,0.5444444444444445,0.9438511615608397,0.10000000000000009,0.6333333333333333,163.30866684231557,0.38446036213372087,-8.22,41.2,-8.62,41.54,"[8.0, 38.0, 2.0, 6.0, 10.0, 4.0, 9.0, 30.0, 1.0]","[8.0, 27.0, 2.0, 6.0, 13.0, 12.0, 8.0, 20.0, 1.0]",['10' '10' '10' '10'],['4' '0' '1' '1']
6366,10160,107,80.41614182021367,0.9866859500496369,0.5444444444444445,0.8848610962553847,0.10000000000000009,0.5,126.98460744249726,0.3231279136645497,-8.22,41.2,-7.86,40.53,"[8.0, 38.0, 2.0, 6.0, 10.0, 4.0, 9.0, 30.0, 1.0]","[8.0, 53.0, 2.0, 6.0, 18.0, 3.0, 5.0, 50.0, 1.0]",['10' '10' '10' '10'],['0' '2' '1' '0']
6385,10160,126,34.252328628482026,0.986947210997715,0.43333333333333346,0.7331761608108195,0.10000000000000009,0.7,129.57193482088547,0.2997831903736695,-8.22,41.2,-8.52,41.41,"[8.0, 38.0, 2.0, 6.0, 10.0, 4.0, 9.0, 30.0, 1.0]","[10.0, 40.0, 2.0, 1.0, 17.0, 6.0, 10.0, 30.0, 1.0]",['10' '10' '10' '10'],['2' '0' '1' '0']
6372,10160,113,53.71134771756722,0.9497229707499707,0.3222222222222223,0.33544003876196005,0.10000000000000009,0.5499999999999999,59.962115277186776,0.15548279333758003,-8.22,41.2,-8.69,41.53,"[8.0, 38.0, 2.0, 6.0, 10.0, 4.0, 9.0, 30.0, 1.0]","[10.0, 46.0, 2.0, 1.0, 2.0, 3.0, -1.0, 50.0, 1.0]",['10' '10' '10' '10'],['6' '0' '1' '0']
6325,10159,106,260.56665354958824,0.9774659237613,0.6555555555555557,0.7084733054552035,0.10000000000000009,0.725,111.22228528212709,0.4799965875066131,-7.84,40.77,-9.11,38.64,"[10.0, 51.0, 10.0, 6.0, 2.0, 3.0, 6.0, 50.0, 1.0]","[8.0, 50.0, 10.0, 6.0, 17.0, 3.0, 2.0, 50.0, 1.0]",['3' '3' '3' '3'],['9' '0' '0' '1']
6318,10158,139,36.30663398924536,0.9978117466601094,0.5444444444444445,2.5619886651410573,0.10000000000000009,0.7,285.46117108599384,0.6371584167775717,-7.51,40.55,-7.91,40.67,"[10.0, 34.0, 10.0, 1.0, 10.0, 8.0, 5.0, 30.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 11.0, 10.0, 6.0, 30.0, 1.0]",['3' '3' '3' '3'],['0' '2' '0' '1']
6301,10158,122,29.594666850255177,0.9967150300395567,0.5444444444444445,1.9887123544393812,0.10000000000000009,0.7,252.69430840490182,0.5588730208449824,-7.51,40.55,-7.86,40.54,"[10.0, 34.0, 10.0, 1.0, 10.0, 8.0, 5.0, 30.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 9.0, 6.0, 7.0, 30.0, 1.0]",['3' '3' '3' '3'],['0' '0' '1' '0']
6245,10157,106,249.6765952157734,0.9884009896399906,0.6555555555555557,0.6592164741336013,0.3500000000000001,0.8666666666666667,135.52373603655911,0.5572161977022695,-7.81,40.65,-9.11,38.64,"[8.0, 46.0, 10.0, 1.0, 8.0, 7.0, 2.0, 50.0, 1.0]","[8.0, 50.0, 10.0, 6.0, 17.0, 3.0, 2.0, 50.0, 1.0]",['1' '1' '1' '1'],['9' '0' '0' '1']
6261,10157,122,12.939500173056356,0.9803402649703443,0.5444444444444445,0.939625861166716,0.3500000000000001,0.6666666666666666,189.73099440895888,0.4116124187150841,-7.81,40.65,-7.86,40.54,"[8.0, 46.0, 10.0, 1.0, 8.0, 7.0, 2.0, 50.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 9.0, 6.0, 7.0, 30.0, 1.0]",['1' '1' '1' '1'],['0' '0' '1' '0']
6278,10157,139,8.723366371097947,0.9748836035221905,0.5444444444444445,0.828283190917368,0.3500000000000001,0.6666666666666666,183.8401633420656,0.3963738130817991,-7.81,40.65,-7.91,40.67,"[8.0, 46.0, 10.0, 1.0, 8.0, 7.0, 2.0, 50.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 11.0, 10.0, 6.0, 30.0, 1.0]",['1' '1' '1' '1'],['0' '2' '0' '1']
6236,10156,137,221.41738687486105,0.9822889443660036,0.6555555555555557,1.1224228571039796,0.10000000000000009,0.8333333333333334,165.0223815073716,0.609055047207978,-9.07,38.78,-7.86,40.54,"[2.0, 33.0, 10.0, 1.0, 9.0, 10.0, 11.0, 30.0, 0.0]","[2.0, 38.0, 10.0, 1.0, 8.0, 3.0, 7.0, 30.0, 0.0]",['3' '3' '3' '3'],['1' '2' '1' '1']
6207,10156,108,225.80526260707708,0.9843780800192253,0.5444444444444445,0.7232658321783949,0.10000000000000009,0.9666666666666667,128.7490654313202,0.48611220551383977,-9.07,38.78,-7.57,40.45,"[2.0, 33.0, 10.0, 1.0, 9.0, 10.0, 11.0, 30.0, 0.0]","[2.0, 34.0, 10.0, 6.0, 13.0, 7.0, 6.0, 30.0, 0.0]",['3' '3' '3' '3'],['5' '1' '0' '1']
6226,10156,127,276.85890683633653,0.9675401906829457,0.5444444444444445,0.4765686873638099,0.10000000000000009,0.7666666666666667,78.69692732558516,0.36761578634596026,-9.07,38.78,-7.96,41.12,"[2.0, 33.0, 10.0, 1.0, 9.0, 10.0, 11.0, 30.0, 0.0]","[2.0, 40.0, 10.0, 6.0, 2.0, 4.0, 7.0, 30.0, 0.0]",['3' '3' '3' '3'],['9' '0' '1' '1']
6198,10155,139,119.81917786803474,0.975755122630495,0.5444444444444445,1.154086764062862,0.10000000000000009,0.65,151.8111282504471,0.4188111830495534,-8.56,41.63,-7.91,40.67,"[10.0, 32.0, 10.0, 1.0, 20.0, 8.0, 11.0, 30.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 11.0, 10.0, 6.0, 30.0, 1.0]",['3' '3' '3' '3'],['0' '2' '0' '1']
6181,10155,122,134.65372148281293,0.9698608021910796,0.5444444444444445,1.0925089008398063,0.10000000000000009,0.65,142.73593521446102,0.4098007425906879,-8.56,41.63,-7.86,40.54,"[10.0, 32.0, 10.0, 1.0, 20.0, 8.0, 11.0, 30.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 9.0, 6.0, 7.0, 30.0, 1.0]",['3' '3' '3' '3'],['0' '0' '1' '0']
6190,10155,131,6.0879313306815614,0.9358499006847226,0.3222222222222223,0.29773392848233204,0.10000000000000009,0,0.0,0.022224132574058284,-8.56,41.63,-8.61,41.59,"[10.0, 32.0, 10.0, 1.0, 20.0, 8.0, 11.0, 30.0, 1.0]","[2.0, 51.0, 2.0, 1.0, 13.0, 4.0, 11.0, 50.0, 0.0]",['3' '3' '3' '3'],['6' '1' '1' '0']
6175,10155,116,6.942151372687096,0.8932574945920275,0.21111111111111125,0.2252616787567079,0.10000000000000009,0,0.0,0.02220490595853342,-8.56,41.63,-8.61,41.58,"[10.0, 32.0, 10.0, 1.0, 20.0, 8.0, 11.0, 30.0, 1.0]","[2.0, 54.0, 2.0, 6.0, 2.0, 7.0, 11.0, 50.0, 0.0]",['3' '3' '3' '3'],['4' '1' '1' '0']
6141,10154,122,150.44360172259707,0.9877180448685123,0.6555555555555557,1.4950875694147798,0.10000000000000009,0.7,203.75177173758703,0.6015831167832122,-7.53,41.87,-7.86,40.54,"[8.0, 27.0, 10.0, 1.0, 9.0, 4.0, 9.0, 20.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 9.0, 6.0, 7.0, 30.0, 1.0]",['10' '10' '10' '10'],['0' '0' '1' '0']
6158,10154,139,137.16082438522048,0.9831349857623705,0.5444444444444445,0.9324630345011324,0.10000000000000009,0.7,142.08993165632108,0.4106541544569726,-7.53,41.87,-7.91,40.67,"[8.0, 27.0, 10.0, 1.0, 9.0, 4.0, 9.0, 20.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 11.0, 10.0, 6.0, 30.0, 1.0]",['10' '10' '10' '10'],['0' '2' '0' '1']
6092,10153,113,127.50356291410176,0.9701513125014871,0.6555555555555557,0.44204277891546156,0.10000000000000009,0.8,168.900179789057,0.47272780518674434,-7.25,41.93,-8.69,41.53,"[10.0, 52.0, 2.0, 1.0, 18.0, 7.0, 6.0, 50.0, 1.0]","[10.0, 46.0, 2.0, 1.0, 2.0, 3.0, -1.0, 50.0, 1.0]",['3' '3' '3' '3'],['6' '0' '1' '0']
6107,10153,128,127.1112398832383,0.9984805432088425,0.5444444444444445,1.3893438985908149,0.10000000000000009,0.63,157.72900667007127,0.4423024464798077,-7.25,41.93,-8.69,41.54,"[10.0, 52.0, 2.0, 1.0, 18.0, 7.0, 6.0, 50.0, 1.0]","[10.0, 55.0, 5.0, 1.0, 20.0, 8.0, 8.0, 50.0, 1.0]",['3' '3' '3' '3'],['4' '0' '0' '0']
6080,10153,101,119.71193428905397,0.9734363505651326,0.5444444444444445,0.4970631930007162,0.10000000000000009,0.9333333333333333,159.44797891890292,0.4387830763420406,-7.25,41.93,-8.61,41.57,"[10.0, 52.0, 2.0, 1.0, 18.0, 7.0, 6.0, 50.0, 1.0]","[10.0, 50.0, 2.0, 6.0, 2.0, 3.0, 7.0, 50.0, 1.0]",['3' '3' '3' '3'],['8' '2' '1' '1']
